files_A,files_B,overlap,overlap_ratio,total_changed_lines_A,total_changed_lines_B,total_overlap_ranges,total_overlap_lines,same_file_line_overlap_ratio,max_file_overlap,same_file_churn,churn,conflict
0,1,0,0.0,0,24,0,0,0.0,0,0,3.2188758248682006,0
0,5,0,0.0,0,1111,0,0,0.0,0,0,7.013915474810528,0
0,7,0,0.0,0,389,0,0,0.0,0,0,5.966146739123692,0
0,6,0,0.0,0,326,0,0,0.0,0,0,5.7899601708972535,0
13,23,1,0.02857142857142857,2276,824,0,0,0.0,0,3,8.03947991910045,0
2,1,0,0.0,75,2,0,0,0.0,0,0,4.356708826689592,0
139,2,0,0.0,5349,75,0,0,0.0,0,0,8.59877317840866,0
156,2,0,0.0,6981,64,0,0,0.0,0,0,8.860215358901183,0
13,53,1,0.015384615384615385,2276,3261,0,0,0.0,0,3,8.619388703730907,0
69,1,0,0.0,3493,2,0,0,0.0,0,0,8.159374736775426,0
47,5,0,0.0,2643,616,0,0,0.0,0,0,8.089482474360754,0
10,7,0,0.0,251,441,0,0,0.0,0,0,6.541029999189903,0
32,2,0,0.0,1703,188,0,0,0.0,0,0,7.545389749611823,0
2,1252,1,0.0007980845969672786,190,305496,1,8,2.6170645695255915e-05,8,8,12.630316981623045,1
13,111,1,0.008130081300813009,2276,3770,0,0,0.0,0,3,8.707317560273212,0
5,16,0,0.0,27,444,0,0,0.0,0,0,6.156978985585555,0
99,2,0,0.0,5277,15,0,0,0.0,0,0,8.574140471857987,0
71,2,0,0.0,3023,10,0,0,0.0,0,0,8.017637159908478,0
16,4,0,0.0,444,406,0,0,0.0,0,0,6.7464121285733745,0
92,3,1,0.010638297872340425,4857,394,1,6,0.0011426394972386211,6,4,8.566364235422688,0
91,1,0,0.0,4845,12,0,0,0.0,0,0,8.488382109562117,0
64,1,1,0.015625,2509,4,0,0,0.0,0,3,7.829630389150193,0
55,10,1,0.015625,2489,20,0,0,0.0,0,4,7.828038032125829,0
54,1,0,0.0,2487,2,0,0,0.0,0,0,7.820037989458753,0
30,1,0,0.0,726,61,0,0,0.0,0,0,6.669498089857879,0
31,7,0,0.0,791,44,0,0,0.0,0,0,6.728628613084702,0
18,9,0,0.0,652,56,0,0,0.0,0,0,6.5638555265321274,0
34,3,0,0.0,2210,116,0,0,0.0,0,0,7.752335163302292,0
33,1,0,0.0,2197,13,0,0,0.0,0,0,7.701200180857446,0
9,2,0,0.0,56,39,0,0,0.0,0,0,4.564348191467836,0
7,1,0,0.0,44,2,0,0,0.0,0,0,3.8501476017100584,0
7,1,0,0.0,44,44,0,0,0.0,0,0,4.48863636973214,0
0,2,0,0.0,0,9,0,0,0.0,0,0,2.302585092994046,0
0,2,0,0.0,0,115,0,0,0.0,0,0,4.7535901911063645,0
0,4,0,0.0,0,74,0,0,0.0,0,0,4.31748811353631,0
0,1,0,0.0,0,48,0,0,0.0,0,0,3.8918202981106265,0
12,30,1,0.024390243902439025,2148,2248,0,0,0.0,0,3,8.388677769180811,0
0,10,0,0.0,0,545,0,0,0.0,0,0,6.302618975744905,0
2,450,2,0.0044444444444444444,103,42802,7,124,0.0028901060482461253,52,17,10.66676695527645,0
12,379,2,0.005141388174807198,2571,35666,347,1666,0.04357036378376965,20,825,10.55158506454235,1
0,2,0,0.0,0,50,0,0,0.0,0,0,3.9318256327243257,0
0,2,0,0.0,0,32,0,0,0.0,0,0,3.4965075614664802,0
0,4,0,0.0,0,459,0,0,0.0,0,0,6.131226489483141,0
0,4,0,0.0,0,243,0,0,0.0,0,0,5.497168225293202,0
2,4,0,0.0,8,219,0,0,0.0,0,0,5.429345628954441,0
2,2,0,0.0,29,8,0,0,0.0,0,0,3.6375861597263857,0
27,2,0,0.0,1061,29,0,0,0.0,0,0,6.994849985833071,0
983,2,1,0.0010162601626016261,271736,146,0,0,0.0,0,5,12.513127105679526,0
0,9,0,0.0,0,493,0,0,0.0,0,0,6.202535517187923,0
9,103,0,0.0,493,10069,0,0,0.0,0,0,9.265112607823163,0
2,90,0,0.0,29,9672,0,0,0.0,0,0,9.180087328805161,0
0,11,0,0.0,0,913,0,0,0.0,0,0,6.81783057145415,0
26,11,0,0.0,2287,1988,0,0,0.0,0,0,8.360773272144936,0
13,97,1,0.009174311926605505,569,5665,6,24,0.0038498556304138597,5,46,8.737933858114136,0
2,2,0,0.0,103,6,0,0,0.0,0,0,4.700480365792417,0
13,52,3,0.04838709677419355,549,1676,5,19,0.00853932584269663,7,44,7.70796153183549,1
14,9,2,0.09523809523809523,542,752,9,63,0.04868624420401855,18,46,7.166265974133638,1
10,2,0,0.0,432,10,0,0,0.0,0,0,6.093569770045136,0
6,801,4,0.0049813200498132005,303,249930,0,0,0.0,0,19,12.430151759069533,0
6,1,0,0.0,303,2,0,0,0.0,0,0,5.723585101952381,0
6,37,2,0.04878048780487805,303,387,1,9,0.013043478260869565,9,25,6.53813982376767,0
6,15,6,0.4,252,331,9,64,0.1097770154373928,14,48,6.369900982828227,1
2,1021,0,0.0,154,65785,0,0,0.0,0,0,11.096500516625722,0
3,1,0,0.0,275,391,0,0,0.0,0,0,6.502790045915623,0
1,12,0,0.0,2,1003,0,0,0.0,0,0,6.913737350659685,0
1,12,0,0.0,13,74,0,0,0.0,0,0,4.477336814478207,0
1,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
1,2,0,0.0,45,41,0,0,0.0,0,0,4.465908118654584,0
1,5,0,0.0,0,100,0,0,0.0,0,0,4.61512051684126,0
0,5,0,0.0,0,673,0,0,0.0,0,0,6.513230110912307,0
6,1,1,0.16666666666666666,674,3,1,2,0.0029542097488921715,2,2,6.519147287940395,1
0,1,0,0.0,0,162,0,0,0.0,0,0,5.093750200806762,0
1,6,0,0.0,2,243,0,0,0.0,0,0,5.5053315359323625,0
0,2,0,0.0,0,12,0,0,0.0,0,0,2.5649493574615367,0
1,2,0,0.0,4,128,0,0,0.0,0,0,4.890349128221754,0
0,2,0,0.0,0,128,0,0,0.0,0,0,4.859812404361672,0
1,4,0,0.0,2,1282,0,0,0.0,0,0,7.158513997329321,0
0,6,0,0.0,0,1659,0,0,0.0,0,0,7.414572881350589,0
0,7,0,0.0,0,446,0,0,0.0,0,0,6.102558594613569,0
0,3,0,0.0,0,22,0,0,0.0,0,0,3.1354942159291497,0
0,1,0,0.0,0,60,0,0,0.0,0,0,4.110873864173311,0
0,1,0,0.0,0,6,0,0,0.0,0,0,1.9459101490553132,0
0,2,0,0.0,0,7,0,0,0.0,0,0,2.0794415416798357,0
0,2,0,0.0,0,70,0,0,0.0,0,0,4.2626798770413155,0
0,2,0,0.0,0,37,0,0,0.0,0,0,3.6375861597263857,0
0,3,0,0.0,0,289,0,0,0.0,0,0,5.66988092298052,0
0,1,0,0.0,0,1,0,0,0.0,0,0,0.6931471805599453,0
0,4,0,0.0,0,24,0,0,0.0,0,0,3.2188758248682006,0
0,2,0,0.0,0,68,0,0,0.0,0,0,4.23410650459726,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
1,3,0,0.0,4,99,0,0,0.0,0,0,4.6443908991413725,0
0,3,0,0.0,0,99,0,0,0.0,0,0,4.605170185988092,0
0,2,0,0.0,0,83,0,0,0.0,0,0,4.430816798843313,0
5,1,0,0.0,24,1,0,0,0.0,0,0,3.258096538021482,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,4,0,0.0,0,22,0,0,0.0,0,0,3.1354942159291497,0
0,2,0,0.0,0,9,0,0,0.0,0,0,2.302585092994046,0
0,2,0,0.0,0,9,0,0,0.0,0,0,2.302585092994046,0
2,1,0,0.0,9,2,0,0,0.0,0,0,2.4849066497880004,0
2,1,0,0.0,9,321,0,0,0.0,0,0,5.802118375377063,0
2,1,0,0.0,9,99,0,0,0.0,0,0,4.6913478822291435,0
1,10,0,0.0,24,633,0,0,0.0,0,0,6.489204931325317,0
0,2,0,0.0,0,8,0,0,0.0,0,0,2.1972245773362196,0
3,3,3,1.0,20,20,5,40,1.0,9,10,3.713572066704308,0
4,4,4,1.0,58,58,7,106,0.9137931034482759,24,14,4.762173934797756,0
4,1,0,0.0,312,9,0,0,0.0,0,0,5.7745515455444085,0
1,13,1,0.07692307692307693,2,150,0,0,0.0,0,5,5.030437921392435,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,51,0,0.0,0,425,0,0,0.0,0,0,6.054439346269371,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
15,1,0,0.0,3968,53,0,0,0.0,0,0,8.299534570332597,0
0,8,0,0.0,0,2702,0,0,0.0,0,0,7.902117546276448,0
0,2,0,0.0,0,6,0,0,0.0,0,0,1.9459101490553132,0
0,4,0,0.0,0,1252,0,0,0.0,0,0,7.133295954896068,0
1,1,0,0.0,6,11,0,0,0.0,0,0,2.8903717578961645,0
0,1,0,0.0,0,6,0,0,0.0,0,0,1.9459101490553132,0
0,1,0,0.0,0,64,0,0,0.0,0,0,4.174387269895637,0
1,1,0,0.0,40,2,0,0,0.0,0,0,3.7612001156935624,0
0,1,0,0.0,0,12,0,0,0.0,0,0,2.5649493574615367,0
0,10,0,0.0,0,441,0,0,0.0,0,0,6.091309882077698,0
0,4,0,0.0,0,90,0,0,0.0,0,0,4.51085950651685,0
8,1,0,0.0,146,2,0,0,0.0,0,0,5.003946305945459,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
4,3,0,0.0,34,109,0,0,0.0,0,0,4.969813299576001,0
5,3,0,0.0,650,109,0,0,0.0,0,0,6.633318433280377,0
0,4,0,0.0,0,646,0,0,0.0,0,0,6.472346294500901,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,4,0,0.0,0,410,0,0,0.0,0,0,6.018593214496234,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
3,2,0,0.0,23,4,0,0,0.0,0,0,3.332204510175204,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,20,0,0.0,0,1225,0,0,0.0,0,0,7.111512116496157,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,18,0,0.0,0,303,0,0,0.0,0,0,5.717027701406222,0
1,3,0,0.0,0,436,0,0,0.0,0,0,6.07993319509559,0
0,3,0,0.0,0,25,0,0,0.0,0,0,3.258096538021482,0
0,7,0,0.0,0,40231,0,0,0.0,0,0,10.6024179778518,0
0,1,0,0.0,0,3,0,0,0.0,0,0,1.3862943611198906,0
0,1,0,0.0,0,3,0,0,0.0,0,0,1.3862943611198906,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
0,2,0,0.0,0,20,0,0,0.0,0,0,3.044522437723423,0
0,3,0,0.0,0,30,0,0,0.0,0,0,3.4339872044851463,0
1,23,0,0.0,2,42119,0,0,0.0,0,0,10.648325448501428,0
0,23,0,0.0,0,42119,0,0,0.0,0,0,10.648277966247912,0
0,1,0,0.0,0,49,0,0,0.0,0,0,3.912023005428146,0
0,10,0,0.0,0,2656,0,0,0.0,0,0,7.884952945759814,0
0,1,0,0.0,0,0,0,0,0.0,0,0,0.0,0
5,2,1,0.16666666666666666,121,2,1,5,0.04065040650406504,5,3,4.820281565605037,0
0,1,0,0.0,0,36,0,0,0.0,0,0,3.6109179126442243,0
1,1,1,1.0,36,4,0,0,0.0,0,2,3.713572066704308,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
1,5,1,0.2,36,83,0,0,0.0,0,2,4.787491742782046,0
0,2,0,0.0,0,41,0,0,0.0,0,0,3.7376696182833684,0
2,1,0,0.0,41,2,0,0,0.0,0,0,3.784189633918261,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
2,3,1,0.25,41,40,0,0,0.0,0,2,4.406719247264253,0
0,1,0,0.0,0,3,0,0,0.0,0,0,1.3862943611198906,0
2,1,1,0.5,8,6,2,16,1.1428571428571428,8,4,2.70805020110221,0
0,2,0,0.0,0,37,0,0,0.0,0,0,3.6375861597263857,0
1,14,1,0.07142857142857142,48,561,1,24,0.03940886699507389,24,4,6.413458957167357,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
1,3,0,0.0,4,136,0,0,0.0,0,0,4.948759890378168,0
0,1,0,0.0,0,104,0,0,0.0,0,0,4.653960350157523,0
0,1,0,0.0,0,1,0,0,0.0,0,0,0.6931471805599453,0
0,3,0,0.0,0,46,0,0,0.0,0,0,3.8501476017100584,0
3,1,1,0.3333333333333333,46,1,1,2,0.0425531914893617,2,3,3.871201010907891,0
0,1,0,0.0,0,1,0,0,0.0,0,0,0.6931471805599453,0
1,11,0,0.0,1,421,0,0,0.0,0,0,6.0473721790462776,0
1,4,1,0.25,4,304,0,0,0.0,0,7,5.733341276897746,0
3,11,0,0.0,46,421,0,0,0.0,0,0,6.148468295917647,0
0,2,0,0.0,0,151,0,0,0.0,0,0,5.0238805208462765,0
2,10,1,0.09090909090909091,151,270,0,0,0.0,0,8,6.045005314036012,0
0,3,0,0.0,0,153,0,0,0.0,0,0,5.0369526024136295,0
3,9,2,0.2,147,117,1,5,0.01893939393939394,5,12,5.579729825986222,0
1,9,1,0.1111111111111111,4,117,0,0,0.0,0,6,4.804021044733257,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,2,0,0.0,0,75,0,0,0.0,0,0,4.330733340286331,0
2,9,2,0.2222222222222222,75,42,2,31,0.26495726495726496,28,9,4.770684624465665,1
0,9,0,0.0,0,42,0,0,0.0,0,0,3.7612001156935624,0
2,5,1,0.16666666666666666,151,113,0,0,0.0,0,11,5.579729825986222,0
1,9,1,0.1111111111111111,6,251,0,0,0.0,0,13,5.552959584921617,0
0,1,0,0.0,0,33,0,0,0.0,0,0,3.5263605246161616,0
1,4,0,0.0,33,74,0,0,0.0,0,0,4.68213122712422,0
0,1,0,0.0,0,5,0,0,0.0,0,0,1.791759469228055,0
1,11,1,0.09090909090909091,1,326,1,7,0.021406727828746176,7,5,5.793013608384144,0
0,1,0,0.0,0,3,0,0,0.0,0,0,1.3862943611198906,0
1,11,1,0.09090909090909091,3,323,0,0,0.0,0,16,5.7899601708972535,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
1,1,0,0.0,4,37,0,0,0.0,0,0,3.7376696182833684,0
0,1,0,0.0,0,37,0,0,0.0,0,0,3.6375861597263857,0
1,7,1,0.14285714285714285,37,81,1,2,0.01694915254237288,2,13,4.77912349311153,1
1,5,1,0.2,5,43,2,8,0.16666666666666666,7,3,3.8918202981106265,1
0,3,0,0.0,0,25,0,0,0.0,0,0,3.258096538021482,0
3,9,1,0.09090909090909091,24,267,1,13,0.044673539518900345,13,6,5.676753802268282,1
0,1,0,0.0,0,5,0,0,0.0,0,0,1.791759469228055,0
1,2,1,0.5,7,11,1,4,0.2222222222222222,4,3,2.9444389791664403,0
0,2,0,0.0,0,11,0,0,0.0,0,0,2.4849066497880004,0
2,9,2,0.2222222222222222,11,251,3,20,0.07633587786259542,13,18,5.572154032177765,1
2,2,1,0.3333333333333333,147,10,0,0,0.0,0,4,5.062595033026967,0
1,9,1,0.1111111111111111,7,251,1,5,0.01937984496124031,5,13,5.556828061699537,0
0,1,0,0.0,0,1,0,0,0.0,0,0,0.6931471805599453,0
1,8,0,0.0,1,250,0,0,0.0,0,0,5.529429087511423,0
0,1,0,0.0,0,9,0,0,0.0,0,0,2.302585092994046,0
1,8,1,0.125,9,241,2,9,0.036,5,13,5.5254529391317835,0
2,8,1,0.1111111111111111,147,241,1,7,0.01804123711340206,7,13,5.963579343618446,0
1,3,0,0.0,5,38,0,0,0.0,0,0,3.784189633918261,0
0,3,0,0.0,0,38,0,0,0.0,0,0,3.6635616461296463,0
3,7,2,0.25,38,203,3,27,0.11203319502074689,12,18,5.488937726156687,0
1,7,1,0.14285714285714285,36,203,2,6,0.02510460251046025,4,13,5.480638923341991,1
1,7,1,0.14285714285714285,4,203,1,12,0.057971014492753624,12,5,5.337538079701318,1
0,3,0,0.0,0,29,0,0,0.0,0,0,3.4011973816621555,0
3,6,2,0.2857142857142857,29,174,0,0,0.0,0,12,5.318119993844216,0
0,4,0,0.0,0,129,0,0,0.0,0,0,4.867534450455582,0
4,5,3,0.5,129,45,0,0,0.0,0,13,5.1647859739235145,0
0,4,0,0.0,0,23,0,0,0.0,0,0,3.1780538303479458,0
4,1,0,0.0,23,22,0,0,0.0,0,0,3.828641396489095,0
0,1,0,0.0,0,22,0,0,0.0,0,0,3.1354942159291497,0
1,1,1,1.0,22,2,0,0,0.0,0,4,3.2188758248682006,0
4,1,1,0.25,129,43,1,6,0.03488372093023256,6,4,5.153291594497779,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
1,1,1,1.0,16,45,2,16,0.26229508196721313,10,5,4.127134385045092,1
0,1,0,0.0,0,45,0,0,0.0,0,0,3.828641396489095,0
0,1,0,0.0,0,31,0,0,0.0,0,0,3.4657359027997265,0
1,1,1,1.0,20,32,3,14,0.2692307692307692,6,4,3.970291913552122,1
1,1,1,1.0,24,8,0,0,0.0,0,2,3.4965075614664802,0
1,1,0,0.0,24,3,0,0,0.0,0,0,3.332204510175204,0
1,1,0,0.0,16,3,0,0,0.0,0,0,2.995732273553991,0
0,1,0,0.0,0,3,0,0,0.0,0,0,1.3862943611198906,0
0,2,0,0.0,0,9,0,0,0.0,0,0,2.302585092994046,0
0,3,0,0.0,0,72,0,0,0.0,0,0,4.290459441148391,0
1,0,0,0.0,27,0,0,0,0.0,0,0,3.332204510175204,0
2,0,0,0.0,45,0,0,0,0.0,0,0,3.828641396489095,0
0,1,0,0.0,0,27,0,0,0.0,0,0,3.332204510175204,0
1,0,0,0.0,27,0,0,0,0.0,0,0,3.332204510175204,0
0,2,0,0.0,0,6,0,0,0.0,0,0,1.9459101490553132,0
10,1,0,0.0,111,32,0,0,0.0,0,0,4.969813299576001,0
9,1,0,0.0,103,438,0,0,0.0,0,0,6.295266001439646,0
2,1,0,0.0,14,22,0,0,0.0,0,0,3.6109179126442243,0
1,1,0,0.0,8,6,0,0,0.0,0,0,2.70805020110221,0
9,1,0,0.0,317,255,0,0,0.0,0,0,6.35088571671474,0
10,3,0,0.0,174,147,0,0,0.0,0,0,5.7745515455444085,0
49,6,0,0.0,1502,170,0,0,0.0,0,0,7.422373700986824,0
0,39,0,0.0,0,633,0,0,0.0,0,0,6.452048954437226,0
1,1,0,0.0,2,2,0,0,0.0,0,0,1.6094379124341003,0
14,9,0,0.0,1114,109,0,0,0.0,0,0,7.1098794630722715,0
1,1,0,0.0,105,3,0,0,0.0,0,0,4.6913478822291435,0
7,1,0,0.0,908,105,0,0,0.0,0,0,6.921658184151129,0
17,6,0,0.0,299,865,0,0,0.0,0,0,7.060476365999801,0
1,1,1,1.0,12,12,1,8,0.3333333333333333,8,2,3.2188758248682006,0
10,1,0,0.0,150,12,0,0,0.0,0,0,5.093750200806762,0
10,1,0,0.0,150,12,0,0,0.0,0,0,5.093750200806762,0
3,8,0,0.0,39,126,0,0,0.0,0,0,5.111987788356544,0
1,2,1,0.5,12,15,1,6,0.2222222222222222,6,2,3.332204510175204,1
246,1,1,0.0040650406504065045,14920,3,1,9,0.0006030958922468672,9,2,9.610725934341048,0
160,2,0,0.0,2339,44,0,0,0.0,0,0,7.776535028185241,0
3,159,0,0.0,31,156,0,0,0.0,0,0,5.236441962829949,0
61,1,0,0.0,2424,15,0,0,0.0,0,0,7.799753318287247,0
149,7,0,0.0,1364,1866,0,0,0.0,0,0,8.080546965824498,1
79,1,0,0.0,2383,98,0,0,0.0,0,0,7.8168199657645525,0
96,1,1,0.010416666666666666,3884,23,10,61,0.015613002303557716,7,20,8.270781013162674,1
82,1,0,0.0,1323,1659,0,0,0.0,0,0,8.000684784514748,0
2,33,1,0.029411764705882353,6,736,0,0,0.0,0,2,6.610696044717759,1
0,22,0,0.0,0,84,0,0,0.0,0,0,4.442651256490317,0
0,2,0,0.0,0,0,0,0,0.0,0,0,0.0,0
10,1,0,0.0,593,59,0,0,0.0,0,0,6.481577129276431,0
0,1,0,0.0,0,14,0,0,0.0,0,0,2.70805020110221,0
3,4,0,0.0,484,61,0,0,0.0,0,0,6.302618975744905,0
0,1,0,0.0,0,12,0,0,0.0,0,0,2.5649493574615367,0
0,1,0,0.0,0,65,0,0,0.0,0,0,4.189654742026425,0
1,1,0,0.0,405,2,0,0,0.0,0,0,6.0112671744041615,0
0,1,0,0.0,0,22,0,0,0.0,0,0,3.1354942159291497,0
3,1,0,0.0,14,4,0,0,0.0,0,0,2.9444389791664403,0
2,1,0,0.0,14,0,0,0,0.0,0,0,2.70805020110221,0
1,1,0,0.0,8,6,0,0,0.0,0,0,2.70805020110221,0
0,1,0,0.0,0,8,0,0,0.0,0,0,2.1972245773362196,0
16,2,0,0.0,680,12,0,0,0.0,0,0,6.541029999189903,0
1,1,0,0.0,5,44,0,0,0.0,0,0,3.912023005428146,0
0,1,0,0.0,0,5,0,0,0.0,0,0,1.791759469228055,0
3,9,0,0.0,145,431,0,0,0.0,0,0,6.3578422665081,0
0,1,0,0.0,0,78,0,0,0.0,0,0,4.3694478524670215,0
1,2,0,0.0,78,67,0,0,0.0,0,0,4.983606621708336,0
4,1,0,0.0,122,51,0,0,0.0,0,0,5.159055299214529,0
0,1,0,0.0,0,16,0,0,0.0,0,0,2.833213344056216,0
5,1,0,0.0,233,58,0,0,0.0,0,0,5.676753802268282,0
4,1,0,0.0,227,6,0,0,0.0,0,0,5.455321115357702,0
3,1,0,0.0,165,62,0,0,0.0,0,0,5.429345628954441,0
3,1,0,0.0,6,147,0,0,0.0,0,0,5.0369526024136295,0
1,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
0,1,0,0.0,0,0,0,0,0.0,0,0,0.0,0
0,1,0,0.0,0,32,0,0,0.0,0,0,3.4965075614664802,0
1,1,1,1.0,28,10,1,10,0.2631578947368421,10,3,3.6635616461296463,1
0,1,0,0.0,0,10,0,0,0.0,0,0,2.3978952727983707,0
3,1,0,0.0,89,2,0,0,0.0,0,0,4.5217885770490405,0
4,1,0,0.0,94,62,0,0,0.0,0,0,5.056245805348308,0
1,1,0,0.0,16,11,0,0,0.0,0,0,3.332204510175204,0
0,1,0,0.0,0,16,0,0,0.0,0,0,2.833213344056216,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
0,1,0,0.0,0,63,0,0,0.0,0,0,4.1588830833596715,0
1,1,0,0.0,101,31,0,0,0.0,0,0,4.890349128221754,0
0,1,0,0.0,0,101,0,0,0.0,0,0,4.624972813284271,0
1,1,0,0.0,59,19,0,0,0.0,0,0,4.3694478524670215,0
1,3,0,0.0,20,369,0,0,0.0,0,0,5.966146739123692,0
0,1,0,0.0,0,20,0,0,0.0,0,0,3.044522437723423,0
0,3,0,0.0,0,579,0,0,0.0,0,0,6.363028103540465,0
0,1,0,0.0,0,12,0,0,0.0,0,0,2.5649493574615367,0
7,1,0,0.0,112,47,0,0,0.0,0,0,5.075173815233827,0
6,1,0,0.0,96,16,0,0,0.0,0,0,4.727387818712341,0
1,1,0,0.0,4,8,0,0,0.0,0,0,2.5649493574615367,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
1,1,0,0.0,38,28,0,0,0.0,0,0,4.204692619390966,0
0,1,0,0.0,0,38,0,0,0.0,0,0,3.6635616461296463,0
37,1,0,0.0,1260,6,0,0,0.0,0,0,7.144407180321139,0
10,3,0,0.0,261,79,0,0,0.0,0,0,5.831882477283517,0
10,1,0,0.0,261,46,0,0,0.0,0,0,5.730099782973574,0
10,1,0,0.0,261,51,0,0,0.0,0,0,5.746203190540153,0
10,1,0,0.0,261,36,0,0,0.0,0,0,5.697093486505405,0
10,2,0,0.0,261,77,0,0,0.0,0,0,5.82600010738045,0
0,2,0,0.0,0,39,0,0,0.0,0,0,3.6888794541139363,0
8,1,0,0.0,222,45,0,0,0.0,0,0,5.5909869805108565,0
0,1,0,0.0,0,20,0,0,0.0,0,0,3.044522437723423,0
179,7,0,0.0,8933,202,0,0,0.0,0,0,9.119977931895791,0
0,3,0,0.0,0,161,0,0,0.0,0,0,5.087596335232384,0
2,1,0,0.0,38,4,0,0,0.0,0,0,3.7612001156935624,0
0,5,0,0.0,0,103,0,0,0.0,0,0,4.6443908991413725,0
1,5,0,0.0,11,13,0,0,0.0,0,0,3.2188758248682006,0
5,5,1,0.1111111111111111,98,19,1,11,0.09401709401709402,11,3,4.770684624465665,1
4,2,0,0.0,66,7,0,0,0.0,0,0,4.30406509320417,0
3,1,0,0.0,58,8,0,0,0.0,0,0,4.204692619390966,0
2,1,0,0.0,56,2,0,0,0.0,0,0,4.07753744390572,0
1,2,0,0.0,2,56,0,0,0.0,0,0,4.07753744390572,0
4,1,0,0.0,103,2,0,0,0.0,0,0,4.663439094112067,0
0,4,0,0.0,0,103,0,0,0.0,0,0,4.6443908991413725,0
0,1,0,0.0,0,116,0,0,0.0,0,0,4.762173934797756,0
5,2,0,0.0,573,115,0,0,0.0,0,0,6.535241271013659,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
144,2,0,0.0,2498,38,0,0,0.0,0,0,7.838737559599282,0
144,4,0,0.0,2498,535,0,0,0.0,0,0,8.017637159908478,0
0,2,0,0.0,0,61,0,0,0.0,0,0,4.127134385045092,0
3,1,0,0.0,51,5,0,0,0.0,0,0,4.04305126783455,0
1,1,0,0.0,47,3,0,0,0.0,0,0,3.9318256327243257,0
2,1,0,0.0,61,47,0,0,0.0,0,0,4.6913478822291435,0
0,1,0,0.0,0,15,0,0,0.0,0,0,2.772588722239781,0
0,1,0,0.0,0,46,0,0,0.0,0,0,3.8501476017100584,0
0,2,0,0.0,0,92,0,0,0.0,0,0,4.532599493153256,0
0,1,0,0.0,0,45,0,0,0.0,0,0,3.828641396489095,0
0,1,0,0.0,0,2,0,0,0.0,0,0,1.0986122886681098,0
0,4,0,0.0,0,34,0,0,0.0,0,0,3.5553480614894135,0
136,4,0,0.0,3222,34,0,0,0.0,0,0,8.088561805276234,0
1,1,0,0.0,3,2,0,0,0.0,0,0,1.791759469228055,0
0,1,0,0.0,0,3,0,0,0.0,0,0,1.3862943611198906,0
7,2,0,0.0,139,45,0,0,0.0,0,0,5.220355825078324,0
6,1,0,0.0,61,78,0,0,0.0,0,0,4.941642422609304,0
0,6,0,0.0,0,61,0,0,0.0,0,0,4.127134385045092,0
0,2,0,0.0,0,12,0,0,0.0,0,0,2.5649493574615367,0
0,1,0,0.0,0,4,0,0,0.0,0,0,1.6094379124341003,0
1,155,1,0.0064516129032258064,2,245040,1,6,2.4485598387215253e-05,6,4,12.409188984330832,1
130,1,0,0.0,2917,78,0,0,0.0,0,0,8.005033344637111,0
2,1,0,0.0,103,8,0,0,0.0,0,0,4.718498871295094,0
130,2,0,0.0,2919,103,0,0,0.0,0,0,8.014004994779459,0
0,1,0,0.0,0,8,0,0,0.0,0,0,2.1972245773362196,0
0,1,0,0.0,0,18,0,0,0.0,0,0,2.9444389791664403,0
0,6,0,0.0,0,46,0,0,0.0,0,0,3.8501476017100584,0
0,1,0,0.0,0,8,0,0,0.0,0,0,2.1972245773362196,0
127,1,0,0.0,2708,26,0,0,0.0,0,0,7.913886714856082,0
7,108,2,0.017699115044247787,334,1149,1,7,0.004720161834120027,7,4,7.302496423727326,0
117,2,0,0.0,6543,57,0,0,0.0,0,0,8.79497643168877,0
